BPA,Address,Description,PTS Existing Units,PTS Proposed Units,Proposed Units,Net Units,Net Units Completed,ADU/Legalization Units,First Completion Date,Latest Completion Date,Extremely Low Income,Very Low Income,Low Income,Moderate Income,Affordable Units,Market Rate,Affordable Units Estimate,Supervisor District,Analysis Neighborhood,Planning Dist.,Plan Area,Form No.,Permit Type,Issued Date,Authorization Date,Zoning District,Project Affordability Type,BMR Reporting Year,BlockLot,PPTS Project ID
2.02203E+11,1627A 24TH AV,NEW ADU @ 1ST FLOOR. STAIR REMOVAL @ LIGHTWELL. ADD ADDED PER GOVERNMENT CODE 65852.2. NEW SPIRAL STAIR @ REAR OF PROPERTY.,1,2,2,1,1,1,6/16/2023,6/16/2023,0,0,0,0,0,1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,3,Full Building Permit,7/27/2022,7/27/2022,RH-1,,2023,1919004,2022-002390PRJ
2.00311E+11,652 LAKEVIEW AV,ERECT A THREE STORY SINGLE FAMILY DWELLING,0,1,1,1,1,0,6/20/2023,6/20/2023,0,0,0,0,0,1,FALSE,11,Oceanview/Merced/Ingleside,13 - Ingleside,,2,Site Permit,9/28/2011,11/19/2012,RH-1,,2023,7016023,2004.1041
2.02206E+11,4309 KIRKHAM ST,"Addition of one detached, HCD approved and inspected, factory-built ADU unit in the rear yard per the State ADU Program. Unit will be installed on concrete T-footing foundation connected to site utilities.",0,1,1,1,1,1,6/20/2023,6/20/2023,0,0,0,0,0,1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,2,Full Building Permit,3/21/2023,3/21/2023,RH-1,,2023,1893045,2022-006296PRJ
2.02003E+11,1448 PINE ST #201,CONVERT (E) OFFICE CONDO #201 INTO (N) RESIDENTIAL ADU AS PER ORDINANCE #162-16.,6,7,7,1,1,1,6/21/2023,6/21/2023,0,0,0,0,0,1,FALSE,3,Nob Hill,3 - Northeast,,3,Full Building Permit,11/16/2021,11/16/2021,NCD-POLK,,2023,0645026,2016-010796PRJ
2.02003E+11,1448 PINE ST #202,CONVERT (E) OFFICE CONDO #202 INTO (N) RESIDENTIAL ADU AS PER ORD #162-16.,6,8,8,2,2,2,6/21/2023,6/21/2023,0,0,0,0,0,2,FALSE,3,Nob Hill,3 - Northeast,,3,Full Building Permit,11/16/2021,11/16/2021,NCD-POLK,,2023,0645027,2016-010796PRJ
2.01801E+11,141 LEXINGTON ST,"ADU (UNIT E) PER ORDINANCE 162-16 ON 1ST FL W/ AN OFFICE, BEDROOM, KITCHEN, MEDIA ROOM & BATHROOM PER PLAN.",4,5,5,1,1,1,6/22/2023,6/22/2023,0,0,0,0,0,1,FALSE,9,Mission,8 - Mission,Mission (EN),3,Full Building Permit,2/10/2020,2/10/2020,RTO-M,,2023,3589062,2018-001271PRJ
2.02208E+11,932 CENTRAL AV,"CONVERT (E) GROUND FLOOR STORAGE SPACE INTO (2) DWELLING UNITS, FOR A BUIDING TOTAL OF (4) UNITS. PROPOSED UNIT IS OUT OF RIGHT, PROPERTY IS UNDER DENSITY. INSTALL (N) ADU UNIT ON GROUND FLOOR IN COMPLIANCE WITH STATE GOVERNMENT CODE 65852.2",2,4,4,2,2,1,6/26/2023,6/26/2023,0,0,0,0,0,2,FALSE,2,Lone Mountain/USF,5 - Western Addition,,3,Full Building Permit,12/20/2022,12/20/2022,RH-3,,2023,1150025,
2.0201E+11,816 TARAVAL ST #0,CONSTRUCT TWO ADU UNITS PER SF ORDINANCE 162-16.2. ALTERATIONS TO (E) UNIT 101.3. CONSTRUCT TWO STORAGE LOFTS FOR EXISTING COMMERCIAL SPACES.,13,15,15,2,2,2,6/27/2023,6/27/2023,0,0,0,0,0,2,FALSE,7,West of Twin Peaks,14 - Inner Sunset,,3,Full Building Permit,3/25/2022,3/25/2022,NCD-INNER TARAVAL STREET,,2023,2347011,2021-000356PRJ
2.02011E+11,1401A SHAFTER AV,Legalize existing ground floor rooms down & convert to Accessory Dwelling Unit. No expansion of building envelope or work on exterior.,1,2,2,1,1,1,6/27/2023,6/27/2023,0,0,0,0,0,1,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,3,Full Building Permit,7/13/2021,7/13/2021,RH-1,,2023,4790001,2020-010628PRJ
2.01908E+11,81A TERESITA BL,"PER ORDINANCE# 43-14, LEGALIZATION GROUND FLOOR STUDIO UNIT @ REAR OF BUILDING BEHIND GARAGE. TO COMPLY WITH NOV# 201956911.",1,2,2,1,1,1,6/28/2023,6/28/2023,0,0,0,0,0,1,FALSE,7,West of Twin Peaks,14 - Inner Sunset,,3,Full Building Permit,6/1/2022,6/1/2022,RH-1,,2023,2901A010,
2.01012E+11,319 YALE ST,"TO ERECT 3 STORIES, TYPE V CONST TWO FAMILY DWELLING.",0,2,2,2,2,0,6/29/2023,6/29/2023,0,0,0,1,1,1,FALSE,9,Portola,12 - South Central,,2,Site Permit,10/12/2018,4/4/2019,RH-1,Incl: On-Site BMR,2023,5992A071,2013.1711
2.01012E+11,323 YALE ST,"TO ERECT 3 STORIES, TYPE V CONST TWO FAMILY DWELLING.",0,2,2,2,2,0,6/29/2023,6/29/2023,0,0,0,1,1,1,FALSE,9,Portola,12 - South Central,,2,Site Permit,10/12/2018,4/4/2019,RH-1,Incl: On-Site BMR,2023,5992A071,2013.1711
2.01012E+11,331 YALE ST,"TO ERECT 3 STORIES, TYPE V CONST SINGLE FAMILY DWELLING.",0,1,1,1,1,0,6/29/2023,6/29/2023,0,0,0,0,0,1,FALSE,9,Portola,12 - South Central,,2,Site Permit,10/12/2018,4/4/2019,RH-1,Incl: On-Site BMR,2023,5992A071,2013.1711
2.01012E+11,333 YALE ST,"TO ERECT 3 STORIES, TYPE V CONST TWO FAMILY DWELLING.",0,2,2,2,2,0,6/29/2023,6/29/2023,0,0,0,0,0,2,FALSE,9,Portola,12 - South Central,,2,Site Permit,10/12/2018,4/4/2019,RH-1,Incl: On-Site BMR,2023,5992A071,2013.1711
2.01012E+11,337 YALE ST,"TO ERECT 3 STORIES, TYPE V CONST TWO FAMILY DWELLING.",0,2,2,2,2,0,6/29/2023,6/29/2023,0,0,0,0,0,2,FALSE,9,Portola,12 - South Central,,2,Site Permit,10/12/2018,4/4/2019,RH-1,Incl: On-Site BMR,2023,5992A071,2013.1711
2.01811E+11,3452 SACRAMENTO ST,"ADD 1 STORY & 3 UNITS, REMODEL & ADD TO (E) MIXED USE BLDG. HORIZONTAL ADDITION @ REAR & SIDE THOROUGH INTERIOR REMODEL INCLUDING (N) ELEVATOR, INTERIOR STAIRS, KITCHENS & BATHS. NEW NFPA 13-R SPRINKLERS THROUGHOUT UNDER SEPARATE PERMIT",2,5,5,3,3,0,6/30/2023,6/30/2023,0,0,0,0,0,3,FALSE,2,Presidio Heights,1 - Richmond,,3,Site Permit,2/10/2021,8/11/2021,NCD-SACRAMENTO,,2023,1009012,2018-016683PRJ
2.02006E+11,390 29TH AV,"ADDING 4 ADU UNITS(3 1-BEDROOMS, 1 STUDIO) TO LEVEL 1 PER ORD# 162-16.",12,16,16,4,4,4,7/3/2023,7/3/2023,0,0,0,0,0,4,FALSE,1,Outer Richmond,1 - Richmond,,3,Full Building Permit,5/28/2021,5/28/2021,RM-1,,2023,1405028,2020-007086PRJ
2.01012E+11,345 YALE ST,"TO ERECT 3 STORIES, TYPE V CONST SINGLE FAMILY DWELLING.",0,1,1,1,1,0,7/5/2023,7/5/2023,0,0,0,0,0,1,FALSE,9,Portola,12 - South Central,,2,Site Permit,10/12/2018,4/4/2019,RH-1,Incl: On-Site BMR,2023,5992A071,2013.1711
2.01907E+11,1430 LEAVENWORTH ST #0,"CONVERT (E) FIRST STORY STORAGE SPACES TO (3)(N) ONE BEDROOM UNITS FOR TOTAL OF 9 UNITS. EXCAVATION OF approx 426 CUBIC YARD OF DIRT. UPGRADE GRD FLR TO TYPE VA CONSTRUCTION. COMPLY TO MAHER ORD# 155-13, ROUTE TO DPH.",6,9,9,3,3,3,7/6/2023,7/6/2023,0,0,0,0,0,3,FALSE,3,Nob Hill,3 - Northeast,,3,Full Building Permit,7/19/2021,7/19/2021,RM-3,,2023,0188015,2019-013950PRJ
2.02207E+11,1680 OAKDALE AV,"1ST FL - ADD 1 UNIT, 1 BEDROOM, KITCHEN AND 1 FULL BATH",1,2,2,1,1,0,7/6/2023,7/6/2023,0,0,0,0,0,1,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,8,Full Building Permit,7/27/2022,7/27/2022,RH-2,,2023,5311012,
2.01701E+11,1856A 28TH AV,"LEGALIZE AS BUILT UNIT (UNIT B) ON 1ST FLR W/ THREE BDRMS, TWO FULL BATHROOMS, KITCHEN, LAUNDRY & MUD ROOM PER PLANS. ADD DECK ON 2ND FLR @ REAR OF BLDG TO PROVIDE REAR YARD ACCESS FOR (E) UNIT (UNIT A) PER PLANS.
UNIT LEGALIZATION ORD 43-14.",1,2,2,1,1,1,7/12/2023,7/12/2023,0,0,0,0,0,1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,3,Full Building Permit,1/22/2018,1/22/2018,RH-1,,2023,2064012,2017-001162PRJ
2.02012E+11,189A TIOGA AV,"Adding Accessory Dwelling Unit (946 sq.ft.) on Basement Level of Existing Single Family Dwelling,
including Living/Dining, Two Bedrooms, Two Bathrooms and New Kitchen",1,2,2,1,1,1,7/12/2023,7/12/2023,0,0,0,0,0,1,FALSE,10,Visitacion Valley,12 - South Central,Visitacion Valley,3,Full Building Permit,5/25/2023,5/25/2023,RH-1,,2023,6201027,2020-010987PRJ
2.02012E+11,1265A 48TH AV,"1st floor: add ADU per ordinance 95-17. Add 1 bedroom, kitchen, living, dining, and full bath.",2,3,3,1,1,1,7/12/2023,7/12/2023,0,0,0,0,0,1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,3,Full Building Permit,12/27/2021,12/27/2021,RH-2,,2023,1702068,2020-011874PRJ
2.01806E+11,3245 CLAY ST,REPURPOSE (E) REAR STORAGE AREA @ GROUND FLR FOR (3) NEW ADU DWELLING UNITS; PROVIDE (N) BIKE PARKING; FIRE SPRINKLERS @ GROUND FLR UNDER SEPARATE PERMIT. ADU PER ORDINANCE 162-16.,12,15,15,3,3,3,7/14/2023,7/14/2023,0,0,0,0,0,3,FALSE,2,Presidio Heights,1 - Richmond,,3,Site Permit,5/15/2019,1/28/2020,RM-1,,2023,1007024,2018-008900PRJ
2.01911E+11,43 COLE ST,"ADU (UNIT A&B) PER ORD 162-16 ON 1ST FLR PER PLANS. UNIT A ELIMINATED (E) GARAGE TO CREATE A BEDROOM, KITCHEN, LIVING/OFFIC & FULL BATH. UNIT B: CONVERT (E) STORAGE & MECH RM INTO A BEDROOM, KITCHEN/LIVING & FULL BATH.",7,9,9,2,2,2,7/14/2023,7/14/2023,0,0,0,0,0,2,FALSE,1,Lone Mountain/USF,5 - Western Addition,,3,Full Building Permit,9/17/2021,9/17/2021,RH-3,,2023,1190001A,2019-020764PRJ
2.02012E+11,3999 25TH ST,"CONVERT LOWER LEVEL AND GARAGE INTO 2 NEW ADU. 
NFPA 13- R FIRE SPRINKLER UNDER SEPERATE PERMIT LOWER LEVEL ONLY.",4,6,6,2,2,2,7/17/2023,7/17/2023,0,0,0,0,0,2,FALSE,8,Noe Valley,7 - Central,,3,Full Building Permit,12/27/2021,12/27/2021,RH-2,,2023,6549029,2020-011126PRJ
2.01208E+11,324 05TH ST,"PROPOSED ALTERATION OF EXISTING BLDG. RELOCATE (E) STAIRS TO MEET ACCESSIBLE ENTRACE. NEW ACCESSIBLE RESTROOMS, NEW LIGHTING CONST AND NEW ROOF DECK AND SKYLIGHTS. CONVERT 2/F TO A NEW RESIDENTIAL DWELLING UNIT.
COMPLIANCE W/ ORDINANCE NO. 155-13 NOT REQUIRED. EXCAVATION <50 CU B.",0,1,1,1,1,0,7/18/2023,7/18/2023,0,0,0,0,0,1,FALSE,6,South of Market,9 - South of Market,Central SoMa,3,Full Building Permit,12/30/2013,12/30/2013,MUR,,2023,3753003,2013.0428
2.01904E+11,305 BOCANA ST,CONVERT (E) GARAGE & STORAGE SPACE TO ONE NEW UNIT PER ORD# 162-16. (N) UNIT W/ (E) BLDG FOOTPRINT. (N) UNIT INCLUDED BEDROOMS BATHROOM AND KITCHEN.,3,4,4,1,1,1,7/19/2023,7/19/2023,0,0,0,0,0,1,FALSE,9,Bernal Heights,11 - Bernal Heights,,3,Full Building Permit,2/8/2022,2/8/2022,RH-2,,2023,5677015,2019-005267PRJ
2.01909E+11,1086 FULTON ST,CONVERT (E) ATTIC SPACE INTO (2) NEW ACCESSORY DWELLING UNITS PER ORDINANCE 162-17. FULL BLDG SPRINKLERS UNDER SEPARATE PERMIT. UPGRADE ATTIC TO V-A CONSTRUCTION,6,8,8,2,2,2,7/19/2023,7/19/2023,0,0,0,0,0,2,FALSE,5,Western Addition,5 - Western Addition,,3,Full Building Permit,9/23/2021,9/23/2021,RH-3,,2023,0778012A,2019-016968PRJ
2.01712E+11,2750 19TH ST,"ENTIRE REMOVAL OF (E) WOOD FRAME STRUCTURE WITH RETENTION OF BRICK FACADE, 6 STORY ADDITION INCLUDING NEW SUBTERRANEAN PARKING, NEW GROUND FLOOR COMMERCIAL & 63 NEW RESIDENTIAL UNITS. (R-2,M,A-2,A-3,S-2)
** MAHER: N/A **",0,63,63,63,63,0,7/20/2023,7/20/2023,0,0,11,0,11,52,FALSE,9,Mission,8 - Mission,Mission (EN),3,Site Permit,4/15/2020,7/21/2021,UMU,Incl: On-Site BMR,2023,4023004A,2014.0999
2.01912E+11,530 STOCKTON ST,"GROUND FL ADUS PER ORD 162-16, CONVERT EXISTING GARAGE & STORAGE (3) UNITS AT SPACE INTO NEW DWELLING UNIT W/ (E) ENVELOPE, FIVE NEW BATHRMS, 3 NEW DISHWASHERS, 3 NEW WASHER/DRYERS, NEW WINDOWS FACING STREET, SPRINKLER & FIRE ALARM UNDER SEPREARY PERMIT.",46,49,49,3,3,3,7/20/2023,7/20/2023,0,0,0,0,0,3,FALSE,3,Financial District/South Beach,4 - Downtown,,3,Full Building Permit,3/2/2021,3/2/2021,RM-4,,2023,0271017,2019-023426PRJ
2.02102E+11,1024 CAPP ST,CONSTRUCTION OF NEW ACCESSORY DWEELING UNIT (ADU) BUILDING IN THE REAR (WEST) OF THE PROPERTY.,0,1,1,1,1,1,7/20/2023,7/20/2023,0,0,0,0,0,1,FALSE,9,Mission,8 - Mission,Mission (EN),2,Full Building Permit,3/17/2022,3/17/2022,RTO-M,,2023,6528005,2021-001317PRJ
2.01811E+11,1266 07TH AV,CONVERT EXTG UNUSED BASEMENT SPACE TO ONE BEDROOM DWELLING UNIT.,1,2,2,1,1,0,7/24/2023,7/24/2023,0,0,0,0,0,1,FALSE,7,Inner Sunset,14 - Inner Sunset,,8,Full Building Permit,4/12/2021,4/12/2021,RH-2,,2023,1755019,
2.02206E+11,1324 WILLARD ST,Convert an existing UDU to an ADU unit on the lower garage level (above garage and below first floor) per the Local ADU Program. The project also proposes to lower the hallway for required head clearance and install a new entry door.,19,20,20,1,1,1,7/24/2023,7/24/2023,0,0,0,0,0,1,FALSE,8,Inner Sunset,14 - Inner Sunset,,3,Full Building Permit,1/24/2023,1/24/2023,RM-1,,2023,1274065,2022-005288PRJ
2.02002E+11,1730 BURROWS ST,"PROPOSED CONVERSION OF GARAGE INTO ACCESSORY DWELLING UNIT (ADU) & REMODEL OF 1ST FLOOR. INCLUDES PLUMBING, ELECTRICAL & STRUCTURAL WORK PER ORDINANCE #95-17. REFERENCE PA #202002144568-S DECK LEGALIZATION.",1,2,2,1,1,1,7/25/2023,7/25/2023,0,0,0,0,0,1,FALSE,11,Excelsior,12 - South Central,,3,Site Permit,3/31/2021,8/17/2021,RH-1,,2023,5966006,2020-001474PRJ
2.01808E+11,1682A 26TH AV,"PER ADU ORDINANCE# 162-17, COVERT (E) LOWER FLOOR TO ADU. ADD (N) GAS WALL FURNACE AND (N) WATER HEATER. work only to ADD KITCHEN Ref permit. PA# 201604205267:",1,2,2,1,1,1,7/26/2023,7/26/2023,0,0,0,0,0,1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,3,Full Building Permit,7/12/2019,7/12/2019,RH-1,,2023,1918027,2018-012999PRJ
2.02103E+11,1310 BACON ST,"TO ERECT 1 STORY R-3 Occupancy , NO BASEMENT, TYPE V-B, HOUSING RECOVERY RESIDENTS.",0,1,1,1,1,0,7/27/2023,7/27/2023,0,0,0,0,0,1,FALSE,9,Portola,12 - South Central,,2,Full Building Permit,11/16/2021,11/16/2021,RH-1,,2023,5992A072,
2.01505E+11,1570A 46TH AV,"UNIT LEGALIZATION PER ORDINANCE 43-14 ON GROUND FLOOR UNIT, LEGALIZE EXISTING KITCHEN AS SHOWN ON PLAN FOR NEW UNIT.",1,2,2,1,1,1,7/28/2023,7/28/2023,0,0,0,0,0,1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,3,Full Building Permit,8/21/2020,8/21/2020,RH-1,,2023,1891029,2015-006865PRJ
2.0181E+11,4005 CALIFORNIA ST,"ADD UNITS PER ORDINANCE #162-16. CONVERT (E) GARAGE SPACE TO (4)(N) DWELLING UNITS WITHIN (E) ENVELOPE: UNITS 13,14,15 & 16. (N) BEDROOMS, KITCHENS, BATHRS, (N) WINDOWS VISIBLE FROM STREET. (N) PLUMBING & ELECTRICAL. (N) DISHWASHERS, WASHER/DRYERS.  Structural under separate permit.",12,16,16,4,4,4,7/31/2023,7/31/2023,0,0,0,0,0,4,FALSE,1,Inner Richmond,1 - Richmond,,3,Full Building Permit,9/18/2019,9/18/2019,RM-1,,2023,1362014,2018-010945PRJ
2.02202E+11,1335A BAY ST,"ERECT NEW 2-STORY, TYPE 5A, R-3 STRUCTURE AT REAR FOR 1 ADU PER 162-16. (PER CA GOV CODE SEC 65852.2. (No work to front R-2, 4 unit structure on lot)",0,1,1,1,1,1,7/31/2023,7/31/2023,0,0,0,0,0,1,FALSE,2,Marina,2 - Marina,,2,Full Building Permit,7/22/2022,7/22/2022,RM-1,,2023,0472037,2022-001541PRJ
2.01705E+11,2213 20TH AV,"TO LEGALIZE GROUND FLOOR UNIT PER ORDINANCE 43-14 TO ADD A SECOND UNIT CONSIST OF KITCHE, LIVING ROOM, OFFICE, BEDROOM & BATHROOM, TO CONVERT 2ND FLOOR DINNING ROM TO LAUNDRY & HALF BATHROOM.",1,2,2,1,1,1,8/1/2023,8/1/2023,0,0,0,0,0,1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,3,Full Building Permit,8/19/2021,8/19/2021,RH-1,,2023,2329001E,2017-007104PRJ
2.01805E+11,249B EUREKA ST,"ADU UNITS PER ORDINANCE 162-16 ON 1ST FL WITH TWO BEDS, TWO FULL BATHS, A KITCHEN, A LIVING ROOM, AND A MEDIA ROOM",4,5,5,1,1,1,8/1/2023,8/1/2023,0,0,0,0,0,1,FALSE,8,Castro/Upper Market,7 - Central,,3,Full Building Permit,6/3/2019,6/3/2019,RH-2,,2023,2698026A,2018-007905PRJ
2.0191E+11,1748A KEITH ST,ADD ADU PER ORDINANCE 162-16. REMODEL ENTRY. ADD NEW DOOR ON FRON FACADE,1,2,2,1,1,1,8/1/2023,8/1/2023,0,0,0,0,0,1,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,3,Full Building Permit,3/10/2021,3/10/2021,RH-1,,2023,5341031,2019-016226PRJ
2.02111E+11,3527 SACRAMENTO ST,"CONVERT MEDICAL OFFICE TO SINGLE FAMILY UNIT. ADD (1) KITCHEN, REMODEL (2)(E) WATER CLOSETS & ADD SHOWER & TUB. (N) FULL BATHROOM, RECONFIGURE & ADD CLOSETS TO BEDROOMS. REMOVE (1) BRICK CHIMNEY",0,1,1,1,1,0,8/1/2023,8/1/2023,0,0,0,0,0,1,FALSE,2,Presidio Heights,1 - Richmond,,8,Full Building Permit,11/30/2021,11/30/2021,NCD-SACRAMENTO,,2023,1019029,
2.02208E+11,968 PAGE ST #0,"ADDING ADU WITHIN THE UNCONDITIONED EXISTING FIRST FLOOR AS PER ORDINACE NO. 95-17.  UNIT WILL BE ADDED PER GOVERNMENT CODE SECTION 65852.2 FOR THE STATE MANDATED ADU PROGRAM. THE UNIT WILL CONTAIN LIVING-DINING, KITCHEN, BATH AND BEDROOM; WILL BE ACCESSED THROUGH THE (E) COMMON 2ND FL ENTRANCE.",7,8,8,1,1,1,8/1/2023,8/1/2023,0,0,0,0,0,1,FALSE,5,Haight Ashbury,6 - Buena Vista,,3,Full Building Permit,1/12/2023,1/12/2023,RH-3,,2023,1217019,
2.01807E+11,737 ASHBURY ST #0,CONVERSION OF BASEMENT/GARAGE LEVEL TO CREATE ONE NEW 740 SQ FT ACCESSORY DWELLING UNIT(ADU) IN A 4 UNIT BLDG. BUILDING WILL BECOME 5 UNIT UNDER ORDIANCE 162-16,4,5,5,1,1,1,8/2/2023,8/2/2023,0,0,0,0,0,1,FALSE,5,Haight Ashbury,6 - Buena Vista,,3,Site Permit,10/21/2019,9/14/2021,RH-3,,2023,1254008,Multiple
2.01908E+11,85A POPE ST,"LEGALIZE 1ST FL DWELLING UNIT PER ORDINANCE #43-14. UNIT RENOVATION ADD A BEDROOM, A FULL BATH, KITCHEN RENOVATE",1,2,2,1,1,1,8/3/2023,8/3/2023,0,0,0,0,0,1,FALSE,11,Excelsior,12 - South Central,,3,Full Building Permit,9/3/2021,9/3/2021,RH-1,,2023,6463048A,2019-016261PRJ
2.01908E+11,737 ASHBURY ST #0,CONVERSION OF GARAGE TO (1) BEDROOM ADU PER ORDINANCE 162-17. REAR BLDG UNDER BP #201807305866. VOLUNTARY SEISMIC RETROFIT AB-094 UNDER BP##201902041989.,4,6,6,2,2,2,8/3/2023,8/3/2023,0,0,0,0,0,2,FALSE,5,Haight Ashbury,6 - Buena Vista,,3,Full Building Permit,8/19/2020,8/19/2020,RH-3,,2023,1254008,2019-016100PRJ
2.01804E+11,5020 CALIFORNIA ST #0,"NEW DWELLING UNIT UNDER ORDINANCE 162-16. UNIT: 730 SQ FT - LIVING, KITCHEN, BEDROOM & BATHROOM.",6,7,7,1,1,1,8/11/2023,8/11/2023,0,0,0,0,0,1,FALSE,1,Inner Richmond,1 - Richmond,,3,Full Building Permit,11/18/2019,11/18/2019,RM-3,,2023,1372021,2018-006175PRJ
2.02012E+11,2416 15TH ST,"HORIZONTAL ADDITION OF ADU PER STATE LAW TO EXISTING R3 3-STORY SINGLE FAMILY RESIDENCE 

FIRST FLOOR: EXPAND EXISTING CONDITIONED AREA AT REAR YARD WITH 12'-FOOT PERMITTED OBSTRUCTION PER PLANNING CODE SECTION 136  WITH NEW SLEEPING, EATING, LIVING AREAS AND BATHROOM AT GRADE.",1,2,2,1,1,1,8/11/2023,8/11/2023,0,0,0,0,0,1,FALSE,8,Castro/Upper Market,6 - Buena Vista,,3,Full Building Permit,9/17/2021,9/17/2021,RH-2,,2023,2612020,2020-011378PRJ
2.01711E+11,653 ARGUELLO BL,CONVERT COVERED STORAGE & GARAGE INTO (1) (N) ADU & PATH OF EGRESS OF PROPOSED UNITS TO BE SPRINKLERED. ENTIRE GROUND FLOOR CEILING ASSEMBLY TO BE UPGRADED TO AN 1-HR RATED ASSEMBLY,6,7,7,1,1,1,8/14/2023,8/14/2023,0,0,0,0,0,1,FALSE,1,Inner Richmond,1 - Richmond,,3,Full Building Permit,10/21/2019,10/21/2019,RM-2,,2023,1544013,2017-016221PRJ
2.02111E+11,3529 SACRAMENTO ST,"CONVERT MEDICAL OFFICE TO SINGLE FAMILY UNIT. ADD (1) KITCHEN, REMODEL (2)(E) WATER CLOSETS & ADD SHOWER & TUB. (N) FULL BATHROOM, RECONFIGURE & ADD CLOSETS TO BEDROOMS. REMOVE (1) BRICK CHIMNEY",0,1,1,1,1,0,8/15/2023,8/15/2023,0,0,0,0,0,1,FALSE,2,Presidio Heights,1 - Richmond,,8,Full Building Permit,11/30/2021,11/30/2021,NCD-SACRAMENTO,,2023,1019029,
Academe 198,198 McAllister St,SF Law graduate student housing – Majority of the units are studios with a limited number of one- and two-bedroom units. The site is not under the City and County of San Francisco’s purview. This record is only for reporting purposes and doesn’t represent an actual building permit from DBI.,0,,657,657,657,,8/15/2023,8/15/2023,0,0,0,0,0,657,FALSE,5,Tenderloin,4 - Downtown,,1,Full Building Permit,,2/1/2023,P,,2023,0348009,
2.02011E+11,440 GEARY ST,INTERIOR T.I. AND CHANGE OF USE FROM R-1 TO R-2 -TO REHABILITATE (E) TOURIST HOTEL USE TO CONGREGATE HOUSING USE. THE SCOPE CONSISTS OF REFRESHING AND REPLACING OF FINISHES WITH LIMITED REQUIRED CODE UPGRADES. NO EXTERIOR WORK. VOLUNTARY LATERAL FORCE RESISTING SYSTEM ALTERATION.,0,127,122,122,122,0,8/16/2023,8/16/2023,0,121,0,0,121,1,FALSE,3,Tenderloin,4 - Downtown,,3,Site Permit,10/6/2021,12/2/2021,C-3-G,100% Affordable,2023,0306007,2020-009596PRJ
2.02208E+11,870 48TH AV,"Legalize second unit. 1) CONSTRUCT 2 BEDROOMS, ONE FULL BATHRM, MEDIA RM & REMODEL ONE EXTG KITCHEN, BATHRM AT GROUND FL. 2) REMODEL EXTG KCHN, BATHRM, CONSTRUCT 1 NW FULL BATHRM, STUDY RM & REPLACE (E) SHEET ROCK WITH NEW AT 2/F. 3) CONSTRUCT NEW DECK WITH STAIRCASE AT REAR OF HOUSE.",1,2,2,1,1,1,8/17/2023,8/17/2023,0,0,0,0,0,1,FALSE,1,Outer Richmond,1 - Richmond,,8,Full Building Permit,11/4/2022,11/4/2022,RH-2,,2023,1690025,
2.01709E+11,1702 CHURCH ST,"ADD KITCHEN TO REAR ROOMS, UPGRADE ALL FINISHES, CREATE EFFICIENCY APARTMENT. TOTAL 335 SQ FT WITHIN EXISTING EVELOPE.NO CHANGE TO BUILDING FOOTPRINT OR EVELOPE, NO CHANGE TO EXTERIOR.",1,2,2,1,1,1,8/23/2023,8/23/2023,0,0,0,0,0,1,FALSE,8,Noe Valley,7 - Central,,3,Full Building Permit,7/22/2020,7/22/2020,NC-1,,2023,6632001,2017-013347PRJ
2.01912E+11,1570 PACIFIC AV,"TO ERECT 6 STORIES, NO BASEMENT, TYPE III-A OVER TYPE I-A, 53 RESIDENTIAL UNITS WITH MIXED USE BUILDING. (R-2,B,M,S-2)
** MAHER: YES; ROUTE TO DPH **",0,53,53,53,53,0,8/23/2023,8/23/2023,0,0,0,7,7,46,FALSE,3,Russian Hill,3 - Northeast,,1,Site Permit,7/21/2021,12/22/2021,NCD-POLK,Inclu: Combination,2023,0573011,2018-008259PRJ
2.02102E+11,335A HILL ST,DEMO 1-STORY TYPE V SINGLE FAMILY REAR BUILDING. COMPLY W/ BID #201997281,1,0,0,-1,-1,0,8/24/2023,8/24/2023,0,0,0,0,0,-1,FALSE,8,Noe Valley,7 - Central,,6,Full Building Permit,12/29/2022,12/29/2022,RH-2,,2023,3620083,2019-021802PRJ
2.01612E+11,3481 MISSION ST,"ADD 2nd NEW RESIDENTIAL UNIT WITHIN (E) BUILDING ENVELOPE AT 2ND FLOOR. RENOVATE (E) 4 BED, 1 BATH UNIT (1217 SF) TO BE 3 BEDS, 3 BATHS UNIT (913 SF - 75% OF ORIGINAL SIZE). ADD NEW 357 SF STUDIO APARTMENT. REMOVE 2 WINDOwS, ADD 4 NEW WINDOWS. 1st ADDL DWELLING UNIT UNDER PA 201607213007",3,5,5,2,2,0,8/25/2023,8/25/2023,0,0,0,0,0,2,FALSE,9,Bernal Heights,11 - Bernal Heights,,8,Full Building Permit,1/23/2017,1/23/2017,NCD-MISSION BERNAL,,2023,5673019,
